Status de venta,Fecha de venta,Nombre activo,Símbolo activo,Categoría activo,Rescate en dólares,Acciones vendidas
completada,2024-01-23,SPDR S&P 500 ETF Trust,SPY,etf,"1,06","0,002197377"
completada,2024-01-24,NVIDIA Corp,NVDA,stock,"1,11","0,001783046"
completada,2024-03-15,Amazon.com Inc,AMZN,stock,10,"0,057270489"
completada,2024-03-15,NVIDIA Corp,NVDA,stock,10,"0,011213403"
completada,2024-03-18,Apple Inc,AAPL,stock,10,"0,056628349"
completada,2024-03-18,Alphabet Inc,GOOG,stock,20,"0,132634791"
completada,2024-03-18,NVIDIA Corp,NVDA,stock,10,"0,01094092"
completada,2024-03-18,Tesla Inc,TSLA,stock,10,"0,059477786"
completada,2024-03-18,Tesla Inc,TSLA,stock,10,"0,057623603"
completada,2024-03-18,Meta Platforms Inc,META,stock,10,"0,020240867"
completada,2024-03-19,SPDR S&P 500 ETF Trust,SPY,etf,"35,06","0,068037608"
completada,2024-03-20,NVIDIA Corp,NVDA,stock,10,"0,011075915"
completada,2024-03-20,Berkshire Hathaway Inc,BRK.B,stock,10,"0,024147007"
completada,2024-03-20,Tesla Inc,TSLA,stock,10,"0,057750058"
completada,2024-03-20,Microsoft Corp,MSFT,stock,10,"0,023524984"
completada,2024-03-20,Meta Platforms Inc,META,stock,10,"0,019789832"
completada,2024-03-20,Amazon.com Inc,AMZN,stock,10,"0,056198719"
completada,2024-03-21,NVIDIA Corp,NVDA,stock,10,"0,010926096"
completada,2024-03-21,Alphabet Inc,GOOG,stock,10,"0,066348196"
completada,2024-03-22,NVIDIA Corp,NVDA,stock,10,"0,010686273"
completada,2024-03-25,NVIDIA Corp,NVDA,stock,10,"0,010369572"
completada,2024-03-25,Tesla Inc,TSLA,stock,10,"0,057887121"
completada,2024-03-26,Tesla Inc,TSLA,stock,10,"0,054743527"
completada,2024-03-28,Dell Technologies Inc,DELL,stock,10,"0,087943013"
completada,2024-03-28,Advanced Micro Devices Inc,AMD,stock,10,"0,054620931"
completada,2024-03-28,Atlassian Corp,TEAM,stock,10,"0,051156129"
completada,2024-04-01,Amazon.com Inc,AMZN,stock,10,"0,054671697"
completada,2024-04-01,Dell Technologies Inc,DELL,stock,10,"0,085822177"
completada,2024-04-01,Alphabet Inc,GOOG,stock,10,"0,064250836"
completada,2024-04-01,NVIDIA Corp,NVDA,stock,10,"0,010869566"
completada,2024-04-01,Dell Technologies Inc,DELL,stock,10,"0,084210527"
completada,2024-04-02,Berkshire Hathaway Inc,BRK.B,stock,"20,92","0,049748986"
completada,2024-04-03,Dell Technologies Inc,DELL,stock,"9,99","0,08291874"
completada,2024-04-03,Meta Platforms Inc,META,stock,10,"0,019838515"
completada,2024-04-03,NVIDIA Corp,NVDA,stock,10,"0,011077878"
completada,2024-04-03,Advanced Micro Devices Inc,AMD,stock,10,"0,055011553"
completada,2024-04-03,Tesla Inc,TSLA,stock,10,"0,059797884"
completada,2024-04-03,Dell Technologies Inc,DELL,stock,10,"0,080762398"
completada,2024-04-03,Amazon.com Inc,AMZN,stock,10,"0,054821556"
completada,2024-04-03,Dell Technologies Inc,DELL,stock,10,"0,077387402"
completada,2024-04-04,Meta Platforms Inc,META,stock,10,"0,019207499"
completada,2024-04-04,Dell Technologies Inc,DELL,stock,"2,89","0,021822612"
completada,2024-04-04,Microsoft Corp,MSFT,stock,"30,29","0,071009088"
completada,2024-04-04,Tesla Inc,TSLA,stock,10,"0,058554866"
completada,2024-04-04,Tesla Inc,TSLA,stock,10,"0,057064598"
completada,2024-04-05,SPDR Gold Shares,GLD,etf,10,"0,046557103"
completada,2024-04-05,Atlassian Corp,TEAM,stock,"30,59","0,153710618"
completada,2024-04-05,Amazon.com Inc,AMZN,stock,"0,1","0,000537057"
completada,2024-04-05,Amazon.com Inc,AMZN,stock,"9,9","0,053188632"
completada,2024-04-08,Tesla Inc,TSLA,stock,10,"0,058524025"
completada,2024-04-09,Avis Budget Group Inc,CAR,stock,"9,97","0,080879975"
completada,2024-04-09,Alphabet Inc,GOOG,stock,10,"0,062988159"
completada,2024-04-09,Tesla Inc,TSLA,stock,10,"0,057372347"
completada,2024-04-09,Avis Budget Group Inc,CAR,stock,"9,99","0,07936508"
completada,2024-04-09,Tesla Inc,TSLA,stock,10,"0,055872165"
completada,2024-04-09,SPDR Gold Shares,GLD,etf,10,"0,045930554"
completada,2024-04-10,Dell Technologies Inc,DELL,stock,10,"0,080580178"
completada,2024-04-10,NVIDIA Corp,NVDA,stock,10,"0,011619531"
completada,2024-04-10,Meta Platforms Inc,META,stock,10,"0,019264111"
completada,2024-04-11,NVIDIA Corp,NVDA,stock,10,"0,011375141"
completada,2024-04-11,Advanced Micro Devices Inc,AMD,stock,10,"0,059038848"
completada,2024-04-11,NVIDIA Corp,NVDA,stock,10,"0,011137098"
completada,2024-04-11,Apple Inc,AAPL,stock,10,"0,058377117"
completada,2024-04-11,Amazon.com Inc,AMZN,stock,10,"0,052842951"
completada,2024-04-11,Apple Inc,AAPL,stock,10,"0,057577154"
completada,2024-04-11,Tesla Inc,TSLA,stock,10,"0,057149389"
completada,2024-04-12,Apple Inc,AAPL,stock,10,"0,056695771"
completada,2024-04-12,Apple Inc,AAPL,stock,10,"0,056195561"
completada,2024-04-15,SPDR Gold Shares,GLD,etf,"0,15","0,000689339"
completada,2024-04-15,SPDR Gold Shares,GLD,etf,"14,85","0,068304126"
completada,2024-04-15,NVIDIA Corp,NVDA,stock,10,"0,011159594"
completada,2024-04-15,Dell Technologies Inc,DELL,stock,10,"0,082946251"
completada,2024-04-15,SPDR Gold Shares,GLD,etf,"0,2","0,000913743"
completada,2024-04-15,SPDR Gold Shares,GLD,etf,"19,8","0,090415088"
completada,2024-04-16,Advanced Micro Devices Inc,AMD,stock,10,"0,061165821"
completada,2024-04-17,Dell Technologies Inc,DELL,stock,10,"0,081017581"
completada,2024-04-24,Tesla Inc,TSLA,stock,20,"0,121366588"
completada,2024-04-25,Tesla Inc,TSLA,stock,10,"0,059241707"
completada,2024-04-26,NVIDIA Corp,NVDA,stock,10,"0,011632777"
completada,2024-04-26,Alphabet Inc,GOOG,stock,10,"0,057863674"
completada,2024-04-26,NVIDIA Corp,NVDA,stock,10,"0,011393415"
completada,2024-04-29,Apple Inc,AAPL,stock,10,"0,056876351"
completada,2024-04-29,Avis Budget Group Inc,CAR,stock,"9,97","0,095950874"
completada,2024-04-29,Tesla Inc,TSLA,stock,10,"0,0534645"
completada,2024-04-29,SPDR Gold Shares,GLD,etf,"0,03","0,000138877"
completada,2024-04-29,Dell Technologies Inc,DELL,stock,10,"0,079107666"
completada,2024-04-29,Tesla Inc,TSLA,stock,10,"0,051821527"
completada,2024-04-29,Tesla Inc,TSLA,stock,10,"0,050978793"
completada,2024-04-29,Advanced Micro Devices Inc,AMD,stock,10,"0,062316944"
completada,2024-04-30,NVIDIA Corp,NVDA,stock,10,"0,011347905"
completada,2024-05-01,Meta Platforms Inc,META,stock,10,"0,022684482"
completada,2024-05-01,Amazon.com Inc,AMZN,stock,10,"0,054386252"
completada,2024-05-02,Avis Budget Group Inc,CAR,stock,40,"0,352671487"
completada,2024-05-02,NVIDIA Corp,NVDA,stock,10,"0,01183348"
completada,2024-05-03,Apple Inc,AAPL,stock,10,"0,054197605"
completada,2024-05-03,Advanced Micro Devices Inc,AMD,stock,10,"0,067462727"
completada,2024-05-03,Avis Budget Group Inc,CAR,stock,"9,98","0,086021506"
completada,2024-05-03,Dell Technologies Inc,DELL,stock,10,"0,07936508"
completada,2024-05-03,NVIDIA Corp,NVDA,stock,10,"0,011397571"
completada,2024-05-03,Tesla Inc,TSLA,stock,10,"0,054498883"
completada,2024-05-03,Meta Platforms Inc,META,stock,10,"0,022159683"
completada,2024-05-06,Avis Budget Group Inc,CAR,stock,"9,97","0,085462781"
completada,2024-05-06,Advanced Micro Devices Inc,AMD,stock,10,"0,065526506"
completada,2024-05-06,NVIDIA Corp,NVDA,stock,10,"0,011120997"
completada,2024-05-06,Tesla Inc,TSLA,stock,10,"0,05404237"
completada,2024-05-06,Alphabet Inc,GOOG,stock,10,"0,058997051"
completada,2024-05-06,Avis Budget Group Inc,CAR,stock,10,"0,083934867"
completada,2024-05-06,Advanced Micro Devices Inc,AMD,stock,10,"0,064197214"
completada,2024-05-06,NVIDIA Corp,NVDA,stock,10,"0,010896333"
completada,2024-05-06,Avis Budget Group Inc,CAR,stock,"9,99","0,082135524"
completada,2024-05-06,Meta Platforms Inc,META,stock,10,"0,021695739"
completada,2024-05-06,Amazon.com Inc,AMZN,stock,10,"0,05331343"
completada,2024-05-06,Dell Technologies Inc,DELL,stock,10,"0,077495351"
completada,2024-05-07,Apple Inc,AAPL,stock,10,"0,054197605"
completada,2024-05-07,Alphabet Inc,GOOG,stock,10,"0,057833556"
completada,2024-05-07,Meta Platforms Inc,META,stock,"10,36","0,022006604"
completada,2024-05-08,Dell Technologies Inc,DELL,stock,"9,99","0,07609192"
completada,2024-05-10,Dell Technologies Inc,DELL,stock,10,"0,074638006"
completada,2024-05-10,Advanced Micro Devices Inc,AMD,stock,10,"0,064541113"
completada,2024-05-13,Tesla Inc,TSLA,stock,10,"0,057441554"
completada,2024-05-13,Avis Budget Group Inc,CAR,stock,"9,98","0,08097166"
completada,2024-05-13,Avis Budget Group Inc,CAR,stock,"9,99","0,079201648"
completada,2024-05-14,Avis Budget Group Inc,CAR,stock,"9,98","0,077006007"
completada,2024-05-14,Tesla Inc,TSLA,stock,10,"0,056192403"
completada,2024-05-14,NVIDIA Corp,NVDA,stock,10,"0,010914648"
completada,2024-05-14,Dell Technologies Inc,DELL,stock,10,"0,074327338"
completada,2024-05-15,Advanced Micro Devices Inc,AMD,stock,10,"0,063869196"
completada,2024-05-15,Dell Technologies Inc,DELL,stock,"14,17","0,101600511"
completada,2024-05-15,Alphabet Inc,GOOG,stock,10,"0,05755727"
completada,2024-05-15,Apple Inc,AAPL,stock,10,"0,053146259"
completada,2024-05-15,NVIDIA Corp,NVDA,stock,10,"0,010661891"
completada,2024-05-16,Advanced Micro Devices Inc,AMD,stock,10,"0,061919505"
completada,2024-05-16,Amazon.com Inc,AMZN,stock,10,"0,053513138"
completada,2024-05-16,Advanced Micro Devices Inc,AMD,stock,10,"0,060255484"
completada,2024-05-17,Alphabet Inc,GOOG,stock,10,"0,056455711"
completada,2024-05-17,Tesla Inc,TSLA,stock,10,"0,056201878"
completada,2024-05-21,Apple Inc,AAPL,stock,10,"0,051923776"
completada,2024-05-21,Tesla Inc,TSLA,stock,10,"0,055878409"
completada,2024-05-21,Tesla Inc,TSLA,stock,10,"0,054094991"
completada,2024-05-23,NVIDIA Corp,NVDA,stock,10,"0,009672303"
completada,2024-05-23,NVIDIA Corp,NVDA,stock,10,"0,009425071"
completada,2024-05-24,Dell Technologies Inc,DELL,stock,"10,23","0,065091453"
completada,2024-05-24,Advanced Micro Devices Inc,AMD,stock,10,"0,061474151"
completada,2024-05-24,Advanced Micro Devices Inc,AMD,stock,10,"0,060002401"
completada,2024-05-24,NVIDIA Corp,NVDA,stock,10,"0,009447242"
completada,2024-05-28,Advanced Micro Devices Inc,AMD,stock,10,"0,058122639"
completada,2024-05-28,NVIDIA Corp,NVDA,stock,10,"0,008920846"
completada,2024-05-30,Tesla Inc,TSLA,stock,10,"0,055096419"
completada,2024-06-03,Tesla Inc,TSLA,stock,10,"0,055374052"
completada,2024-06-03,Advanced Micro Devices Inc,AMD,stock,10,"0,060096154"
completada,2024-06-03,Apple Inc,AAPL,stock,"14,66","0,075423259"
completada,2024-06-03,Meta Platforms Inc,META,stock,10,"0,021067712"
completada,2024-06-03,NVIDIA Corp,NVDA,stock,"15,31","0,013463858"
completada,2024-06-03,Avis Budget Group Inc,CAR,stock,10,"0,087320992"
completada,2024-06-04,Dell Technologies Inc,DELL,stock,10,"0,073367572"
completada,2024-06-05,Advanced Micro Devices Inc,AMD,stock,10,"0,060009602"
completada,2024-06-05,Amazon.com Inc,AMZN,stock,10,"0,055496976"
completada,2024-06-05,Meta Platforms Inc,META,stock,10,"0,020549494"
completada,2024-06-06,Alphabet Inc,GOOG,stock,10,"0,055997313"
completada,2024-06-06,Meta Platforms Inc,META,stock,10,"0,020070649"
completada,2024-06-06,Amazon.com Inc,AMZN,stock,10,"0,054294712"
completada,2024-06-12,Avis Budget Group Inc,CAR,stock,"10,01","0,092081032"
completada,2024-06-12,Tesla Inc,TSLA,stock,10,"0,057987823"
completada,2024-06-12,Meta Platforms Inc,META,stock,10,"0,019570238"
completada,2024-06-12,Avis Budget Group Inc,CAR,stock,"9,98","0,08903134"
completada,2024-06-12,Tesla Inc,TSLA,stock,10,"0,056487601"
completada,2024-06-12,Amazon.com Inc,AMZN,stock,10,"0,053151909"
completada,2024-06-12,NVIDIA Corp,NVDA,stock,10,"0,079472304"
completada,2024-06-13,Dell Technologies Inc,DELL,stock,10,"0,075221905"
completada,2024-06-13,Tesla Inc,TSLA,stock,10,"0,052960492"
completada,2024-06-13,Tesla Inc,TSLA,stock,10,"0,05306729"
completada,2024-06-13,Dell Technologies Inc,DELL,stock,10,"0,073594348"
completada,2024-06-14,NVIDIA Corp,NVDA,stock,10,"0,076231133"
completada,2024-06-17,Dell Technologies Inc,DELL,stock,"9,99","0,071240294"
completada,2024-06-17,Dell Technologies Inc,DELL,stock,10,"0,071179444"
completada,2024-06-17,Tesla Inc,TSLA,stock,10,"0,054528601"
completada,2024-06-17,Dell Technologies Inc,DELL,stock,10,"0,070096734"
completada,2024-06-17,Tesla Inc,TSLA,stock,10,"0,053039143"
completada,2024-06-17,Apple Inc,AAPL,stock,5,"0,022890629"
completada,2024-06-18,Dell Technologies Inc,DELL,stock,10,"0,068212825"
completada,2024-06-18,Dell Technologies Inc,DELL,stock,10,"0,065659882"
completada,2024-06-18,NVIDIA Corp,NVDA,stock,6,"0,04416636"
completada,2024-06-20,Dell Technologies Inc,DELL,stock,10,"0,063751116"
completada,2024-06-20,Advanced Micro Devices Inc,AMD,stock,10,"0,062247122"
completada,2024-06-20,Dell Technologies Inc,DELL,stock,"9,99","0,062932663"
completada,2024-06-20,Advanced Micro Devices Inc,AMD,stock,10,"0,06067593"
completada,2024-06-20,Avis Budget Group Inc,CAR,stock,"9,99","0,092131933"
completada,2024-06-20,Avis Budget Group Inc,CAR,stock,"9,99","0,088975888"
completada,2024-06-21,Alphabet Inc,GOOG,stock,10,"0,055230311"
completada,2024-06-21,Amazon.com Inc,AMZN,stock,7,"0,037230082"
completada,2024-06-24,Tesla Inc,TSLA,stock,10,"0,053902545"
completada,2024-06-25,Meta Platforms Inc,META,stock,10,"0,01961746"
completada,2024-06-25,NVIDIA Corp,NVDA,stock,10,"0,081050414"
completada,2024-06-25,Alphabet Inc,GOOG,stock,10,"0,054001513"
completada,2024-06-26,Advanced Micro Devices Inc,AMD,stock,10,"0,062414181"
completada,2024-06-26,Tesla Inc,TSLA,stock,10,"0,052648205"
completada,2024-06-26,Tesla Inc,TSLA,stock,10,"0,051448269"
completada,2024-06-26,Amazon.com Inc,AMZN,stock,"7,13","0,037109374"
completada,2024-06-27,Dell Technologies Inc,DELL,stock,"9,99","0,071341942"
completada,2024-06-27,Meta Platforms Inc,META,stock,"6,5","0,012490393"
completada,2024-06-27,Dell Technologies Inc,DELL,stock,10,"0,071387779"
completada,2024-06-28,Advanced Micro Devices Inc,AMD,stock,10,"0,06148171"
completada,2024-07-02,Apple Inc,AAPL,stock,"7,5","0,034339088"
completada,2024-07-03,Advanced Micro Devices Inc,AMD,stock,20,"0,122204571"
completada,2024-07-03,Advanced Micro Devices Inc,AMD,stock,20,"0,122010737"
completada,2024-07-05,Advanced Micro Devices Inc,AMD,stock,10,"0,0594884"
completada,2024-07-05,Apple Inc,AAPL,stock,"8,13","0,036446275"
completada,2024-07-05,Advanced Micro Devices Inc,AMD,stock,10,"0,058159824"
completada,2024-07-05,Tesla Inc,TSLA,stock,"37,07","0,148875503"
completada,2024-07-05,Alphabet Inc,GOOG,stock,10,"0,052153959"
completada,2024-07-05,Meta Platforms Inc,META,stock,"6,66","0,012576633"
completada,2024-07-05,NVIDIA Corp,NVDA,stock,10,"0,078039645"
completada,2024-07-08,Dell Technologies Inc,DELL,stock,10,"0,068287354"
completada,2024-07-09,NVIDIA Corp,NVDA,stock,10,"0,07521059"
completada,2024-07-09,Tesla Inc,TSLA,stock,"5,67","0,021989529"
completada,2024-07-09,Tesla Inc,TSLA,stock,"4,78","0,018049791"
completada,2024-07-10,NVIDIA Corp,NVDA,stock,10,"0,074183977"
completada,2024-07-10,Advanced Micro Devices Inc,AMD,stock,10,"0,054981307"
completada,2024-07-11,Avis Budget Group Inc,CAR,stock,"9,99","0,096805422"
completada,2024-07-11,Tesla Inc,TSLA,stock,"10,43","0,038640772"
completada,2024-07-12,Avis Budget Group Inc,CAR,stock,"9,97","0,094055681"
completada,2024-07-12,Advanced Micro Devices Inc,AMD,stock,10,"0,053795256"
completada,2024-07-12,Tesla Inc,TSLA,stock,10,"0,03977092"
completada,2024-07-15,Tesla Inc,TSLA,stock,10,"0,038372986"
completada,2024-07-15,Avis Budget Group Inc,CAR,stock,"9,99","0,090489549"
completada,2024-07-17,SPDR Gold Shares,GLD,etf,30,"0,13093004"
completada,2024-07-17,SPDR Gold Shares,GLD,etf,"20,48","0,089733706"
completada,2024-07-18,Tesla Inc,TSLA,stock,10,"0,039218763"
completada,2024-07-22,Meta Platforms Inc,META,stock,10,"0,020439031"
completada,2024-07-22,Dell Technologies Inc,DELL,stock,10,"0,077112894"
completada,2024-07-22,NVIDIA Corp,NVDA,stock,10,"0,081037278"
completada,2024-08-01,Meta Platforms Inc,META,stock,10,"0,019753477"
completada,2024-08-13,Meta Platforms Inc,META,stock,"11,44","0,021875479"
completada,2024-08-15,Meta Platforms Inc,META,stock,10,"0,018566655"
completada,2024-08-20,NVIDIA Corp,NVDA,stock,10,"0,077736319"
completada,2024-08-20,Advanced Micro Devices Inc,AMD,stock,10,"0,062554736"
completada,2024-08-20,Tesla Inc,TSLA,stock,10,"0,044428648"
completada,2024-08-22,Meta Platforms Inc,META,stock,10,"0,018459721"
completada,2024-08-23,NVIDIA Corp,NVDA,stock,10,"0,077483342"
completada,2024-09-04,Tesla Inc,TSLA,stock,10,"0,045435959"
completada,2024-09-05,Tesla Inc,TSLA,stock,10,"0,043875044"
completada,2024-09-05,Tesla Inc,TSLA,stock,10,"0,042582184"
completada,2024-09-10,Tesla Inc,TSLA,stock,10,"0,044730722"
completada,2024-09-12,Tesla Inc,TSLA,stock,30,"0,130793042"
completada,2024-09-19,Advanced Micro Devices Inc,AMD,stock,10,"0,063135299"
